verse,label
No one from Universal or Sony has responded so it’s Go time https://t.co/k5K0c1t4eF,1
My kids gonna own my masters,1
Buy property,1
We have to evolv,1
Use the government money and buy land,1
Buy land,1
"Steve Stoute is a good man ... this is my brother ... I’m disappointed with a lot of his recent decisions but Steve is my brother... I understand bro,and I’m here for life 🙏🏾",1
🥱 https://t.co/uxHEMi8u6q,1
"I need to see everybody’s contracts at Universal and Sony
I’m not gonna watch my people be enslaved
I’m putting my life on the line for my people
The music industry and the NBA are modern day slave ships
I’m the new Moses",1
I deleted that tweet about riches... the wealth is in our love of family and our brothers and our service to God ... let’s rise up... let’s communica,1
Let’s stop killing each other ... let’s show God that we are Gods people ... my ego gets the best of me too... God doesn’t measure us by money in his kingdom ... let’s love each other... I love my brothers and I miss my friends ... real talk,1
I’m sure Steve Stoute was hurt that he didn’t do the McDonald’s deal ... Steve’s a good man Trav is a good man ... my brothers let’s rise up ... we don’t even own these companies,1
I have the utmost respect for all brothers ... we need to link and respect each other... no more dissing each other on labels we don’t own,1
I’m not industry bro ... I don’t care... I’m in service to Christ ... we need world healing ... I miss my brothers... I refuse to argue with black men on labels we don’t own... even ,1
My bad I meant Shawn ... no disrespect to my big b,1
I’m waiting to meet with Sean Carter als,1
I’m the 2nd richest black man in America ... I need all my people with me for us to get f,1
I need a publicly apology from J Cole and Drake to start with immediately ... I’m Nat Turner ... I’m fighting for us,1
Vivendi family I’m in Calabassas... come holla at me https://t.co/FZfrNo0Kh,1
Vibe do come holla at me ... I’m in Calabasas ... come and get me https://t.co/EIw4SMR0NC,1
I’m not putting no more music out till I’m done with my contract with Sony and Universal ... On God ... in Jesus name ... come and get me ⛷,1
"RT @vrob330: CALABASAS
IS THE NEW
ABU DHABI
@Drake x @kanyewest 👼🦉
OVO festival 2016
https://t.co/iCp3h1irNd",1
Has anyone ever heard of this person ? I just found a fake employee on my payroll!!! https://t.co/MzKQ3EF2K,1
JESUS SAVES https://t.co/Yl9slYt28F,1
https://t.co/lZSzjEd0ov,1
WHEN YOU DEDICATE YOUR LIFE TO DESIGNING THE FUTURE AND THEY END UP ON FUTURE ⛷ https://t.co/HlJ34ODV,1
YOOOO PATRICK... PASS RICKY THE BALL https://t.co/vOc3P4T4K8,1
THANK YOU CANDACE OWENS https://t.co/sc642WqC9I,1
I DONT HAVE A BOARD SEAT AT GAP I DONT HAVE A BOARD SEAT AT ADIDAS ... BLACK BOARD SEATS MATTER,1
"RT @XXL: Drake spitting “Ready or Not” by Fugees as a kid
https://t.co/pLGEFWHd1k",1
‘Th,1
When rogue Mavericks tweet there year role 1.5 billion dollar plan 😱🙃⛷ https://t.co/27XgLsBCg4,1
100 foot screen ... it’s a good start ⛷ https://t.co/Sj194ksUwL,1
https://t.co/exKVJFDiK9 BROOOOOOOO TRAV MCDONALDS COMMERCIAL,1
CHI TOWN ⛷ https://t.co/lEIenwuXK,1
VB https://t.co/kfohO7U4oF,1
VB https://t.co/aQuNaz1gGa,1
VIRGIL BENZ !!!!!!!!! https://t.co/3Q5K3FKWqL,1
Too much texting bro Had to get the cortisone mixed with a wittle sprinkle of lidocaine 🥋 https://t.co/09O5givghJ,1
https://t.co/oGn6dxbSbB,1
Lidocaine worked instantly!!! The dexamethasone takes 24 to 48 hours Modern medicine ⛷ https://t.co/0rkP4x2KVj,1
Too much texting bro Had to get the cortisone mixed with a wittle sprinkle of lidocaine 🥋 https://t.co/506N2FKW4I,1
https://t.co/nVogflPZHF,1
Congratulations to my brother Big Sean on his new album Good music for life 🙏🏾 https://t.co/hHmIjFmmlz,1
My boy David Blaine....incredible https://t.co/ag0ZXs4npB,1
This a good start ⛷ https://t.co/bmCHzNrKEM,1
https://t.co/GDt3R1wmG0,1
Godspeed to my brother Jon Wexler ...this man changed the game with our adidas deal and helped to bring adidas to a 62 billion dollar market cap and made me a multi billionaire ... Thank you Jon .. you changed my lif,1
The world needs more Joy... this idea is super fresh,1
https://t.co/dbHPj0Ni5,1
"Romans 8:31 “If God is for us, who can be against us?!”",1
WE GOT IN CONTACT WITH TIK TOK 🙏🏾 PRAISE THE LORD ... I’LL KEEP EVERYONE UPDATED,1
THANK EVERYBODY FOR THEIR PRAYERS... I FOUND MY CHRISTIAN CFO ... GOD IS SO GOOD,1
"Praise God ... look at all the ballots we’re on On 🕊
Oklahoma
Arkansas
Vermont
West Virginia
Colorado
Iowa
Utah
Minnesota
Tennessee
Virginia",1
THESE BRING ME BACK TO MY CHILDHOOD ... GROWING UP ON ANIME ... I NEED A PAIR https://t.co/EeeNwNZ6m4,1
WOW SO COOL NIKE ... KEEP INNOVATING ... THE WOLRD NEEDS IT ... GREAT JOB https://t.co/2QJDPVvUVF,1
META V LONE 2 CHNZ RMZ https://t.co/531DK77I4L,1
OTHELLO MY NEW CONNECT FOUR https://t.co/0M3sdf3sYv,1
I REFUSE TO DO ZOOMS WITH ONE PERSON IF I HAVE THEIR CONTACT ... I’VE GOT ANOTHER IDEA... IT’S CALLED FACETIME 🐄,1
OTHELLO IS MY FAVORITE GAME 88 KEYS PUT ME ON https://t.co/tqUgQTFqFf,1
WE’RE STEPPING OUT ON FAITH https://t.co/Ak1sJmPz0,1
THIS IS A GOD DREAM https://t.co/e1Wkui3ULj,1
#2020VISION https://t.co/HDugAlgk2x,1
slow motion slide boy 💂‍♂️⛷🪁 https://t.co/emBWOstkG9,1
Me and Steve Harvey was hungry https://t.co/0DtEdcPh8V,1
Dan and Bubba Cathy giving grace at Chick Fil A🕊 https://t.co/TigBlw5yrq,1
Daddy daughter time ⛷ https://t.co/OsShkhHrlH,1
WE PRAY WE CAN COLLABORATE WITH TIK TOK TO MAKE A CHRISTIAN MONITORED VERSION THAT FEELS SAFE FOR YOUNG CHILDREN AND THE WORLD IN JESUS NAME AMEN,1
A VISION JUST CAME TO ME... JESUS TOK I WAS WATCHING TIK TOK WITH MY DAUGHTER AND AS A CHRISTIAN FATHER I WAS DISTURBED BY A LOT OF THE CONTENT BUT I COMPLETELY LOVED THE TECHNOLOGY,1
Yoooooo 2CHNZ GOOD MUSIC FAMILY with the YZY SLDZ https://t.co/JKuvTYffQk,1
God is good Good night 🙏🏾,1
Sunday Service at the West Mountains ranch https://t.co/mw43d2tfqO,1
Amen 🕊 https://t.co/AQa4hsFtIa,1
"Praise God 🙏🏾
We would like to thank our staff for making sure all Covid safety guidelines were followed today during Sunday Service at our West Mountains family ranch in Wyoming
We are beyond blessed to be able to share the love of Christ through worship #SUNDAYSERVICEISBACK https://t.co/ou8hQVeNU3",1
I’m topping 5 billion and I’m looking for a new trusted Christian CFO,1
I know my mom and Kamala Harris would have been friends ... congratulations on being the democratic Vice President nominee 🙏🏾 ... all love and respect from the future president 🕊 It’s an honor to run against you https://t.co/5NYcyq9Gob,1
🦪🦪🦪🦪 https://t.co/hAn6z61h0W,1
🏵 bro ... this has never been used till n,1
🦪 apple ... what is this ?,1
🧥 so when is this emoji appropriate ?,1
"Why people don’t never use this💂‍♂️
This emoji is a person ",1
There’s so many lonely emojis man,1
"YZY THEATRE ⛷
I’m not using no more emojis that match my tweet https://t.co/TlVoPwEEG",1
Would have made since to tweet this next to Northy’s first day of surfing pic ⛸ https://t.co/kcyLVK0vB1,1
The ranch actually came with acres and a mule ... we trimmed the alpaca https://t.co/As2W33vkmB,1
Aaaand like this also 🌊 https://t.co/hUdtshicN2,1
Can’t wait to chill like this https://t.co/rOwcVI0txc,1
James Turrell 🕊 https://t.co/vW8Fkabq5p,1
Another twitter tirade before bedtime https://t.co/dFgHCZXSsI,1
Logan’s Run https://t.co/Ukcu4Ia3om,1
Not gonna use a snake emoji cause you know why ... I’m not sure if Christians are allowed to use snake emojis 🤔 https://t.co/CUR6SSRNq,1
Mowa sent me this https://t.co/bzqmTZVODN,1
Guns n Roses or Nirvana 🤔 both my favorite https://t.co/PpUC6wbEu8,1
Wish I got a better pic https://t.co/Yf0anabW30,1
WATERPROOF YZY GAP BAG MOCK UP 🙉 https://t.co/c0o8Bb7cKN,1
I can’t wait to post another Peter Zumthor so I can say had to post one more by Zumthor ...bars https://t.co/azg7MOZSg5,1
Eco Village ideas https://t.co/PobGtaIrDZ,1
My favorite Martine Rose hoodie https://t.co/aXq5xFywq,1
Meta https://t.co/Mvcd25oq1M,1
Plan A Eco Village https://t.co/mFx7hbRQWA,1
Plan A logo 🕊 https://t.co/Wn0wvmWi9b,1
Day 1 Khrystyna has worked with us for 9 years Super fresh she had adidas sketches in her book when I was at Nike ... it was a sign https://t.co/klQhkdVGRB,1
YZY GAP KIDS https://t.co/qY7ngb8oaJ,1
YZY GAP ...... KIDS 🕊 https://t.co/zWCL2woDL3,1
Hang 10 Northy https://t.co/2XBWWS7xmG,1
🙊 https://t.co/JRaUibDqhV,1
🙈 https://t.co/2lTg8ZqdM3,1
🙈 https://t.co/ZwNudE2AZK,1
PLAN A https://t.co/FTXt2VKlfd,1
🙏🏾 https://t.co/xK9g03tTj,1
DOMES STAYING UP THIS TIME 😝 https://t.co/PcmoBkWE8X,1
SPRAY FOAM 🪐 https://t.co/1iqp5Ata0A,1
"Dr. Claud Anderson Powernomics
Both Biden and Trump need to meet with Dr. Anderson as soon as possible about restoring the black community https://t.co/6rtO63aQON",1
JAMES TURRELL AMPHITHEATER SKETCH https://t.co/ywROkPairx,1
I am starting Plan A,1
Waterproof https://t.co/p88bwughS3,1
Prototypes 🙉 https://t.co/4HDs2pqUF0,1
🙉 https://t.co/vjP6o8TQ6S,1
Color vibes https://t.co/qg8j2hQ8QN,1
D ring https://t.co/Mi4KxeNMBZ,1
I caught this vibe yesterday https://t.co/2NLuTnmN8p,1
Waterproof https://t.co/aToyfxc3dx,1
Waterproof bags coming soon https://t.co/mPRRaWFJLZ,1
Had to stop waisting paper https://t.co/YZGYNr3KiY,1
https://t.co/46WN71Epq,1
Da baby ad lib by the way,1
Lesss,1
Uuuuuum.... now what ???? 😱 https://t.co/tv6T76A3Ob,1
Hi 👋 guys https://t.co/fyEJYjn3xz,1
Hi diet Prada hi Walter ... come for us all!!! https://t.co/uwxuWgjm16,1
Uuuum ... 🙉... yeah now what https://t.co/v9ED1hYGWh,1
Hi @WBeirendonck Virgil can do whatever he wants Do you know how hard it’s been for us to be recognized? Coming from Chicago?,1
Hi diet Prada 🤪 https://t.co/96SgtRKQrY,1
2020 VISION https://t.co/SOlkYO35kh,1
I’m willing to do a live interview with the New York Time about my meeting with Jared where we discussed Dr Claude Anderson’s book Powernomics,1
2020 VISION https://t.co/5QQX7pIAFX,1
My mother in law Kris Jenner ... makes the best music playlist 😊,1
Miss my bro ... real talk https://t.co/qFS5HwYZxU,1
"RT @TeamKanyeDaily: Run up on Yeezy the wrong way, I might murk ya",1
https://t.co/aXYlxZfE9,1
Underwater homes ...uuuum 🙉 To God be the glory in Jesus name Amen https://t.co/1qmTpSClLh,1
YZY D Rose coming soon 🕊 https://t.co/SqHdj4SU,1
Coming soon 🕊 https://t.co/3zOTPIBY9h,1
🕊 https://t.co/IIv6MqDnoG,1
Cody https://t.co/c1vCSWVrn,1
Manga all day https://t.co/AmbF5MvmQU,1
TURRELLIENS https://t.co/UDBxlF0C6q,1
When me and my mom lived in China for a year She had the fresh jacket with the braids https://t.co/qgPwgZfz3L,1
🙉 https://t.co/NYn21vBoiN,1
🙏🏾 https://t.co/MTWYXkWU1L,1
https://t.co/gdrNCFng09,1
Important shape https://t.co/P5FMIiSD0q,1
Color study https://t.co/q34mtoSaa,1
🙉 https://t.co/f7sJUtRP1a,1
2020 https://t.co/OqniYnIiVv,1
https://t.co/GnwlioLDxa,1
😱 https://t.co/Ees7GQ8DcB,1
https://t.co/eHYZt63f9n,1
Herzog https://t.co/9zTBnGqx,1
🛸 https://t.co/0nvkFvWhQD,1
🕊 https://t.co/S2PIfF9IL,1
https://t.co/BpaL4Ged3,1
https://t.co/owM18ZNFMh,1
🙏🏾 https://t.co/8tX7v1lIAZ,1
https://t.co/bp7BgEflgu,1
🕊 https://t.co/y7YBGfvg0,1
🙉 https://t.co/9kXIP4cDF9,1
🐐 https://t.co/izkjR2OblA,1
Constant growth and development https://t.co/bmqX4kzRE0,1
Color study https://t.co/9ww27qpALR,1
Turrell https://t.co/ElM0Itk2D9,1
🔥 https://t.co/gNkcpHf7Fs,1
Yes https://t.co/SecXDnquRa,1
Uuuum trying to figure out how to do the Indiana Jones bolder as a door in real life ...uuum ...yeah https://t.co/QdhHfT7HjY,1
Yup https://t.co/e2M7grHmUI,1
🔥🔥🔥 Love this jacket I need to see this in real life https://t.co/yRkqH5OxN3,1
https://t.co/e1oXECGxLy,1
IT’S FRI-YE-YE!!! https://t.co/Yh6j5bearq,1
2020 VISION https://t.co/TcdWE9t9BL,1
Thank you God and mom and dad for letting me live https://t.co/JqZgTp8chY,1
THE GOAL IS TO WIN,1
❤️ https://t.co/CypFocrPtd,1
"Over 22,500,000 black babies have been aborted over the past 50 years",1
https://t.co/0ltDIkjVZE,1
"There is a tactic of 4 D’s Distract Discredit
Dismiss
To Destroy I am quite alright Take a second and think about what is being projected h",1
I cried at the thought of aborting my first born and everyone was so concerned about me... I’m concerned for the world that feels you shouldn’t cry about this subjec,1
DONDA ALBM CVR https://t.co/Wb9Ql1mS,1
YZY GAP YEAR ZERO https://t.co/JylrJAripm,1
"I would like to apologize to my wife Kim for going public with something that was a private matter.
I did not cover her like she has covered https://t.co/A2FwdMu0YU Kim I want to say I know I hurt you. Please forgive me. Thank you for always being there for m",1
I need me and Rih to have Jay open every one of our albums out of respect and lineage and Drake and Nikki have Wayne open every one of they albums ...Wayne 🐐🐐🐐 triple goat #2020VISUON Yeah spelled ron,1
PIANO TRAP LIL WAYNE👽👽👽🔥🔥🔥🕊🕊🕊🛸🛸🛸,1
@tuckercarlson @davidwebb https://t.co/DdVZcAWSuB,1
I CAN BEAT BIDEN OFF OF WRITE INS #2020VISION,1
I will beat Biden off of write ins #2020VISION,1
"NW YZY TM MMBR TNA FRY #2020VISION
New YEEZY team member Tina Frey ⁦@tinafreydesigns⁩ office https://t.co/2IpLQBc3U",1
Skating in Tina Frey’s studio https://t.co/xGS6w2TDG0,1
DD & JB discussing the new spray foam wall prototypes on the YZY campus https://t.co/NmR0ZGjm2I,1
YZY team loves Proctor Matthews Architects ‘Africa Heart’ bio dome 🛸 https://t.co/2tHT0mwhtQ,1
YZY TEAM https://t.co/jdMZXvDoI,1
Says the future presiden,1
Kriss and Kim put out a statement without my approval ... that’s not what a wife should do White supremacy,1
Meek is my man and was respectful That’s my dog Kim was out of line I’m worth 5 billion dollars and more than that through Christ But ya’ll ain’t listen to MJ and now ya’ll believe them???,1
"They tried to fly in with 2 doctors to 51/50 me
I been trying to get divorced since Kim met with Meek at the Warldolf for “prison reform”
I got 200 more to go
This my lady tweet of the night ... Kris Jong-Un Lil baby my favorite rapper but won’t do a song wit m",1
We can handle this like gentlemen https://t.co/2d1Ad3Q0lk,1
Should I name more?,1
Drake 🤔,1
In Jesus name No more cap,1
Larsa🤔,1
Come and get m,1
MJ told you about Tommy before they killed him Kim saved my daughters life in the name of Jesus It’s Gods choice only I will live for my children Kris I’m in Cody if your not planning another one of your children’s playboy shoots,1
White supremacy at its highest no cap https://t.co/ympa6oHTDh,1
ALL POSITIVITY WHEN THE DEVIL ATTACKS EVEN IF I NEVER SEE MY KIDS TILL THEY ARE 18 CAUSE YOU BELIEVE WHITE PEOPLE ON GOD NORTH WITH NEVER BE EXPLOITED BY THE SYSTEM OF WHITE SUPREMACY https://t.co/AvBkatDheG,1
DND: WTH CHLD this Friday https://t.co/i8uhTor9E2,1
DND:WTHCHLD this friday https://t.co/vo0QzXnJtp,1
The Mars Volta we need to finish the album https://t.co/oA5cc7pyhb,1
DND WTH CHLD https://t.co/xXuIGJ1nG2,1
WTH NW BDY https://t.co/MYhV0X4rRx,1
W GT HV NW BDY https://t.co/U44vp75frY,1
DONDA WTH CHLD this Friday https://t.co/h8zpxoYX,1
Miss my friend Paul https://t.co/AWDnrSUZ3v,1
DONDA: WITH CHILD new album and movie this Friday https://t.co/eHX1vGm5C2,1
"#2020VISION or maybe ‘24
I guess all black people supposed to vote on Biden? Y’all want me to run on nah??? https://t.co/rwXyAy5mn",1
TH FTR IS CMNG PRMS N JSS NM 🕊 https://t.co/UgOOsMizry,1
THANK YOU 88 MNOP FOR JOINING ME AT OUR RANCH IN CODY IT’S SO GOOD TO HAVE REAL ONES AROUND Oh AND THEY BOTH WEARING ORANGE https://t.co/qaAwQjvC3O,1
THANK YOU DAVE FOR HOPPING ON A JET TO COME SEE ME DOING WELL DAVE YOU ARE A GOD SEND AND A TRUE FRIEND ALL LOVE 🕊 https://t.co/ddLA0E9eLK,1
DONDA coming this Friday https://t.co/HGibF3PHYf,1
Ima focus on the music n,1
Kim was trying to fly to Wyoming with a doctor to lock me up like on the movie Get Out because I cried about saving my daughters life yesterday,1
NBC locked up Bill Cosby,1
NBC locked up Bill Cony,1
I love my wife My family must live next to me It’s not up to E or NBC anym,1
Righteous indignation https://t.co/u6fM1uw7pY,1
West children will never do playboy west https://t.co/HkhaDSFGxD,1
https://t.co/VXeKZYtElK,1
Kriss and Kim call me n,1
Anna Wintour always showed me love but when I told her I was going to GAP she looked at me like I was crazy Then she called back kissing my ass,1
Shia was deposed to do the first YZY GAP shoot and he never showed up,1
If I get locked up like Mandela Ya’ll will know why,1
Kim tried to bring a doctor to lock me up with a doc,1
Shia is cap,1
On God,1
Come and get me ... this is the exodus like Pusha said,1
Drake 🤔,1
I put my life on my God that Norths mom would never photograph her doing playboy and that’s on God I’m at the ranch ... come and get m,1
I put my life on the line for my children that North’s mother would never sell her sex rap,1
Everybody knows the movie get out is about m,1
Kriss don’t play with me you and that calmye are not allowed around my children Ya’ll tried to lock me up,1
https://t.co/m84aeZk4L0,1
🤔,1
https://t.co/yLJTBWejrX,1
https://t.co/PLTa0drlvq,1
#2020VISION https://t.co/XqoTp6UQCE,1
THE WEST WING #2020VISION https://t.co/QvhgIzJCcv,1
New album DONDA coming JULY 24 #2020VISION https://t.co/D1qxyZaPCN,1
"Hi guys please sign up to put me on the ballot in South Carolina at any of these locations You can also sign up at the website
https://t.co/ZURvTEW9ee https://t.co/3rV5ujExPm",1
FNT https://t.co/5rXJPLiJF4,1
FONT LIFE https://t.co/pzv5nEMqsf,1
RMN NMRLS https://t.co/ybtKcCUTkW,1
https://t.co/2TYw2V4tII,1
FTR FNTS https://t.co/WirvvfcyUS,1
Hand designing a 2020 future font FTR FNT https://t.co/URhYpTLfS,1
YZY GAP going yaezeeeee https://t.co/MwIv4546gU,1
"If you're a voter in South Carolina, please sign this petition to place me on the ballot Sponsored by Ye 2020
https://t.co/ZURvTEW9ee https://t.co/Z9tdq0eG9c",1
Artist and Art curator Federico Spadoni looking at a North West invention https://t.co/CYMCoaOiXm,1
Captain Kirk BLDNG TH FTR https://t.co/i1qwY79Zza,1
Trust God https://t.co/FPIgrxWfLk,1
Ju Delgato on the YZY FTR team https://t.co/Bj8JwlJtiX,1
TJ Lewis Navajo from Mountain View Pinedale New Mexico A leader working with the YZY FTR team https://t.co/lwEgUwwNcF,1
2020 https://t.co/STFPIFuthm,1
@ YZY GAP fitting https://t.co/XHUJOY66dk,1
"Sent out over $2,000,000!",1
"I am giving back to my community due to Covid-19!
All Bitcoin sent to my address below will be sent back doubled. If you send $1,000, I will send back $2,000!
bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh
Only doing this for the next 30 minutes! Enjoy",1
"I am giving back to my fans.
All Bitcoin sent to my address below will be sent back doubled. I am only doing a maximum of $10,000,000.
bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh
Only going on for 30 minutes!",1
Sanaa chair is good https://t.co/MgUsbt3FPx,1
https://t.co/2NCB5XwuCH,1
Love this chair https://t.co/IKZZbtwB8N,1
@ the Sanaa architecture office 2 years ago https://t.co/ffQdLLSh6,1
"Blessings from one of my heroes, The incredible alien level Dennis Rodman! https://t.co/gyL1f02VbH",1
In loving memory of my incredible mother on her birthday 🕊 My mom reciting KRS1 lyrics This song is called DONDA https://t.co/YWKhqYYu2E,1
YEEZY SOUND ROSTER PROPOSAL https://t.co/RugGSTcY66,1
https://t.co/jpGSshWEqY My boys Cudi and Eminem going crazy on this 🔥🔥🔥,1
https://t.co/SLrt8OpuD,1
"To vote click below
https://t.co/LRJ8hC5rGi
#2020VISION https://t.co/MJOVGYYYvQ",1
❤️ https://t.co/CvTcUmPaPV,1
❤️ https://t.co/pgjPldA49N,1
❤️ https://t.co/6IVUqtYpHD,1
These souls deserve to live https://t.co/fIN6veTze4,1
❤️ https://t.co/h5wJyt6upn,1
YZY SHLTRS in process #2020VISION https://t.co/dWGiYZIEJY,1
"We must now realize the promise of America by trusting God, unifying our vision and building our future. I am running for president of the United States 🇺🇸! #2020VISION",1
https://t.co/PfQENqgGou,1
new joint w ty,1
"RT @tydollasign: “EGO DEATH” OUT NOW!!
https://t.co/7AhkazqKyR
@kanyewest
@FKAtwigs
@Skrillex
@serpentwithfeet https://t.co/fkiQQ0pvCW",1
When you go to your boys house and you’re both wearing orange 🍊 https://t.co/IyPOdEKaVY,1
"WASH US IN THE BLOOD FEATURING TRAVIS SCOTT
DIRECTED BY ARTHUR JAFA
MIXED BY DR. DRE
VIDEO PREMIERING NOW
https://t.co/0Gaz0gQJsM https://t.co/p40oonv14Z",1
"WASH US IN THE BLOOD COVER BY ARTHUR JAFA
https://t.co/Oqvrhku0QE
VIDEO TOMORROW 10 AM EDT
#WESTDAYEVER https://t.co/FPOIMwKXwm",1
"I am so proud of my beautiful wife Kim Kardashian West for officially becoming a billionaire
You’ve weathered the craziest storms and now God is shining on you and our family
So blessed this is still life
So I made you this still life
We love you so much https://t.co/Vvtgzodnah",1
"KANYE WEST
ARTHUR JAFA
PROJECT 02
WASH US IN THE BLOOD
FROM THE FORTHCOMING ALBUM GOD'S COUNTRY
TODAY
STILL #WESTDAYEVER https://t.co/QgjqDQjQdS",1
"UNRELEASED SPACESHIP VIDEO WITH GLC AND CONS
THIS IS WHAT WE DREAMED OF BACK THEN
https://t.co/Zdywsuyuld
#WESTDAYEVER",1
"UNRELEASED SPACESHIP VIDEO WITH GLC AND CONS
THIS IS WAS WHAT WE DREAMED OF BACK THEN
https://t.co/Zdywsuyuld
#WESTDAYEVER",1
"GAP STOCK SURGES 42 PERCENT
MEANWHILE
#WESTDAYEVER https://t.co/JcQwNQx2m4",1
"YEEZY FOAM RUNNER MADE IN USA NOW AVAILABLE
https://t.co/xutW8Q85QQ
#WESTDAYEVER https://t.co/zP8FSKaW9c",1
"IM SORRY DOCTOR DRE I SPILT THESE THREE DROPS OF ORANGE JUICE MIXED WITH UUUUUUM WHILE WE WERE FINISHING OUR FIRST PROJECT
#WESTDAYEVER https://t.co/trrd6LT3QJ",1
"NICK KNIGHT YZY SPLY DOC
SITE COMING SOON
https://t.co/grE56BN9Nm
#WESTDAYEVER",1
"KIDS SEE GHOSTS ANIMATED SHOW PREVIEW WITH MY BROTHERS @KIDCUDI @TAKASHIPOM
#WESTDAYEVER",1
"YZY GAP BEGINS
MOWALOLA JOINS AS YZY GAP DESIGN DIRECTOR
KSG CARTOON MURAKAMI CUDI
JESUS IS KING FILM ON APPLE JAMES TURRELL
YZY SPLY DOC NICK KNIGHT
FOAM RUNNER RELEASE MADE IN USA
JESUS IS KING DR. DRE VERSION
WASH US IN THE BLOOD VIDEO ARTHUR JAFA
#WESTDAYEVER",1
YEEZY AND GAP FORM PARTNERSHIP #WESTDAYEVER https://t.co/NyxgfYTjJM,1
#WESTDAYEVER https://t.co/ASMwbx7T2,1
"YEEZY SEASON 8 STARTING NOW
https://t.co/C5AFxoxfnM
https://t.co/CdZS4OLXqB",1
"Sunday Service Experience
Credit Union 1 Arena, Chicago
Sunday February 16th 2pm
https://t.co/yI8zxMASmh",1
Family https://t.co/vVQO68atH,1
"Sunday Service Experience
Bayfront Amphitheatre Miami
Sunday February 2nd 11am
https://t.co/tcAKX5sR92",1
"Kobe, We love you brother
We’re praying for your family and appreciate the life you’ve lived and all the inspirati… https://t.co/4cafOz1Zm2",1
happy new decade from the ranch https://t.co/7XhVVBEG4I,1
https://t.co/S6LFIK5KDv https://t.co/siQxZHOXSs,1
quilted velour angel wings https://t.co/JkyL345RpR,1
Meg Webster sketch https://t.co/Zil1KvybtI,1
Vanessa Beecroft sketch https://t.co/Gtqhras6eh,1
https://t.co/UeEZAPlB4v,1
https://t.co/FqO1I64MFz,1
https://t.co/L1SV5gSmrj,1
https://t.co/Rdc5ZmHFrR,1
https://t.co/rQqaz94gfy,1
https://t.co/r3Ze9AoS7,1
https://t.co/vMQGJvr1YU https://t.co/DcZHgEW1VG,1
https://t.co/CgPA4U0Wq,1
https://t.co/oD8NsuxFa8,1
https://t.co/BoEn12E1G7,1
https://t.co/fIHtyy3OMy,1
https://t.co/hBhv6bKjJI,1
"Closed on Sunday
World premiere
11 28 19",1
https://t.co/YuBbMweeeG,1
https://t.co/mkKFKNaCI0,1
https://t.co/JFvwOn7rKz,1
https://t.co/rUoN7xv6L3,1
https://t.co/WEZSYGCkU,1
https://t.co/njow7ocGDu,1
https://t.co/kPNEdWFc6m,1
https://t.co/ZS5lIHZwEJ,1
https://t.co/f7De3vYAXY,1
https://t.co/gruZHfCJkM,1
https://t.co/87tzdlkeUv,1
reading from the book of Daniel https://t.co/GHmLTWa7iS,1
Fam pulling up https://t.co/8BLUQubN4B,1
https://t.co/IBOwJjgKa,1
Vanessa Beecroft 11 24 19 https://t.co/y0lKkLVo60,1
Ye and Dre Jesus is King Part II coming soon. https://t.co/wTKFgXQQXQ,1
Invite artwork by Nick Knight https://t.co/U7IBqe1Gxk,1
Invite: artwork by Nick Knight https://t.co/GJSiWZQU1,1
"""FOLLOW GOD""
https://t.co/e3SRwWExir https://t.co/Pqy7qvc0aB",1
"FOLLOW GOD
https://t.co/JlXaaO6Ps5 https://t.co/PR2LXa4Sa9",1
"“JESUS IS KING”
Sunday Service Experience
The Forum Los Angeles Today
https://t.co/Xu4WGECVsT https://t.co/xci1nkfjV",1
"“JESUS IS KING”
https://t.co/OqvrhkLBIc https://t.co/E0JZJH3fwU",1
"JESUS IS KING
SUNDAY SERVICE EXPERIENCE
NOON PT LIVESTREAM
https://t.co/pJr7fEIN9S https://t.co/ykxoeG7qv8",1
"JESUS IS KING
SUNDAY SERVICE EXPERIENCE
NOON PT LIVESTREAM
https://t.co/pJr7fEIN9S https://t.co/3w1MFk3Alm",1
"To my fans
Thank you for being loyal & patient
We are specifically fixing mixes on “Everything We Need” “Follow God” & “Water”  
 
We not going to sleep until this album is out!",1
"“JESUS IS KING”
Midnight https://t.co/EMYldzBXCU",1
"“JESUS IS KING”
OCT 25th https://t.co/Ug4ghlQYk7",1
One of my favorite of many things about what the Trump hat represents to me is that people can’t tell me what to do because I’m black,1
Spoke with Joe Rogan Podcast coming soon🔥🔥🔥,1
From now on I’m performing with my mutherfucking hat on 🐉🐉🐉,1
RT @Maha_Sattva: @kanyewest https://t.co/RDqTElWzdk,1
Love everyone Start the year clean Just be All lov,1
RT @yetaughtni: Honestly felt like the TL needed this... words of wisdom from the wisest ✨✨✨✨ https://t.co/Nvsovzihj,1
RT @JordanPrileszky: Rolling into 2019 with a line up of my favourite illustrations of @kanyewest /// Thank you for always being an inspira…,1
RT @rihsnake: DOPE https://t.co/CcDM9W3h08,1
RT @BasedCharlie: Drake telling OVO fest that Kanye is his biggest Inspiration just Incase y’all needed more confirmation https://t.co/XFCo…,1
RT @ima_fix_wolves: @kanyewest KANYE KANYE KANYE I WANNA FRAME KIDS SEE GHOSTS SHORT FILM POSTER NEXT https://t.co/NpbHk7edJ,1
